-1.850180487450478126e-02 -9.602335528059059433e-01 1.123240362980764545e-01 9.867955280314640865e-01 -2.343520867340633529e-01 -1.017626763392303069e+00 4.513821735934490653e-01 1.143967342090359329e+00 -5.751534620023371902e-01 -1.284375872417478748e+00 9.085246824325194925e-01 1.831586091639698433e+00 -1.340225886490842511e+00 -2.763557226649664855e+00 3.477638616916761016e+00 3.801429815774066157e+01 1.326381830323443722e+01 4.892281947651696328e+00 -3.781364579470311682e+00 -1.108094228278411197e+00
3.361347706159831933e-05 4.598631153697769256e-22 -2.524591652092457659e-23 -4.244555911271103602e-22 6.435424259133575764e-23 -1.658475866051842910e-23 -2.937263066166596082e-23 -3.330607581321730470e-22 2.986111557076658539e-22 3.420214207863980535e-22 -9.422657975951862995e-23 -4.205719485306986138e-22 6.156020433704006398e-22 -6.087895259339972657e-23 -1.480405785961953051e-21 -4.346084574517834491e-21 6.266914122421894696e-22 -1.244239425916155734e-21 4.733181121849755360e-22 1.546522285885313911e-22
2.924431695652849339e-22 4.202589650776163464e-05 5.325358697442859627e-22 -3.053435691714086912e-21 4.700113492678948817e-22 5.663719309758501448e-21 -3.081047825470615864e-22 -1.453506981844497865e-21 -3.547266776337282907e-21 3.184439957677137646e-21 3.176742539266253083e-21 -6.367628496837395695e-21 -2.389759268232138022e-21 -1.227696933048268811e-20 3.296986725724818026e-20 -1.354765186243731935e-19 4.761354783298177115e-20 -2.188415926340771963e-20 2.101274884409580909e-21 -9.755255687961414751e-21
-1.309769037291625377e-23 -7.798503280777863086e-23 4.374745424309026506e-05 2.760306540232954229e-22 1.120085919475472891e-22 2.432682959643648102e-23 -4.860606723793569463e-23 -1.095523623980637248e-21 7.010627168236820205e-22 9.439440168766919162e-22 -1.009238797583382750e-21 -3.582892691302018248e-22 1.025501340551625585e-21 2.133720894493957451e-21 -4.725021765724516971e-21 5.972241336572204965e-20 -4.116739595189653335e-20 -7.675972582509774239e-21 6.298612955472108240e-21 2.438624499647632626e-21
-3.739378499525398358e-22 -1.727215555511643128e-21 -4.815217169681364266e-22 7.249887306161872382e-05 -6.531958464029793565e-22 -6.099353706093235316e-21 -7.593380235530500788e-23 -4.231592442751520535e-22 -3.103314385481415685e-22 -2.760876672985124780e-21 2.168803784462868979e-22 4.495031829361826048e-21 -3.848142660914345055e-21 -1.326896250389952155e-20 -9.713769024886338259e-21 -5.315832896983207446e-20 -4.339378138073010132e-20 -2.605276420142526102e-20 7.736863103351064573e-21 7.129180541470435275e-21
4.499785122271316297e-23 -7.742749547095490364e-22 2.090564241396530139e-22 1.520964312571622424e-22 6.559734483964205958e-05 -7.320195395775566284e-22 2.722400217894688455e-22 -1.800351555333083011e-22 -4.377824904862773932e-22 -1.103909598365025282e-21 1.745019930340289108e-21 1.767692280430554933e-21 -3.053203170569700398e-21 -4.995760235134849454e-21 1.381196105461853181e-20 -1.146992947415418458e-19 7.774741149811701238e-20 1.954664895948470674e-20 -1.159973999088391752e-20 -2.915923425068094070e-21
2.599015355280436930e-22 6.387669562415584521e-21 4.011492169514400065e-22 -6.032089226290429897e-21 4.485543609902999088e-23 1.015612738586689360e-04 -4.851261894698905687e-22 -1.896216435469230109e-21 -3.403361988194324145e-21 4.031021554275942855e-21 -4.702074609150494911e-21 -7.835008562316511710e-21 -1.940458520497171222e-21 -1.821973358134442385e-20 -4.606375692855634298e-21 2.479407593675674296e-20 1.899070715337124608e-19 6.930855176605772405e-22 -2.753699057988287630e-20 -3.273724692555860235e-21
-1.078969711116391415e-22 -1.754574064277753920e-21 -6.069109864612067987e-22 -9.442970476973291994e-22 1.698825913356056404e-22 7.478714105098285708e-23 9.973454664754716529e-05 -1.969492336421294831e-21 1.048609095276978482e-21 3.103369103992147209e-21 -1.360703869143839342e-21 -2.278564374299631460e-21 4.806196396647917546e-21 8.743724160019407444e-21 -1.414106558247581083e-20 2.230608996437057852e-19 -1.410614797225995631e-19 -3.862790255128147384e-20 2.275643416787779707e-20 8.456327637683064455e-21
-4.653732539341434771e-22 6.587979723755664012e-22 -2.442465305768737938e-22 1.973490853288614121e-21 4.498174344621828069e-22 2.133635480892600102e-21 -2.155282491537810684e-21 2.124044530538629746e-04 3.189965888724213290e-21 -1.105622505883787488e-20 3.030246494585723368e-21 5.610436956929182776e-22 -2.481068144236942762e-21 5.356616851865692468e-21 -4.762393001228675251e-20 3.614213338723673347e-20 -1.893052757603217740e-19 2.408701012133686473e-20 -8.904388373936590334e-22 1.122150054226967294e-20
1.812365377394275594e-22 -7.066496359480261580e-22 6.339268825828688837e-22 -1.660939601967235232e-21 -5.482494124048262570e-22 -1.336559422163960513e-21 5.288542567258853884e-23 -7.297325918092187832e-22 1.890631581050576941e-04 -3.715766646280738151e-21 5.275141297962114365e-21 3.938773649376436766e-21 -2.632695607421605222e-21 -1.968683176071427029e-20 1.710343661195661255e-20 -2.263378559217463489e-19 1.637305224783450532e-19 5.344140539682848963e-20 -2.835463443259254961e-20 -7.054337024755289552e-21
