,jobid,machine,date,sim type,nt,pauli twirling,dynamic decoupling,epsilon,mass,counts bare,counts mitigated
21,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,rescaling,11,False,False,0.3,1.0,"{'0x0': 259, '0x1': 206, '0x2': 217, '0x3': 291, '0x4': 314, '0x5': 161, '0x6': 184, '0x7': 368}","{'0x0': 0.12099762787819454, '0x1': 0.1001013736343881, '0x2': 0.10728835581818989, '0x3': 0.15143178691272113, '0x4': 0.1571281340093794, '0x5': 0.07322198654277248, '0x6': 0.08774628462351085, '0x7': 0.2020844505808436}"
22,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,evolution,12,False,False,0.3,1.0,"{'0x0': 289, '0x1': 231, '0x2': 333, '0x3': 308, '0x4': 242, '0x5': 182, '0x6': 228, '0x7': 187}","{'0x0': 0.13596722281336335, '0x1': 0.11235294638237742, '0x2': 0.1696102002121952, '0x3': 0.16555000112580917, '0x4': 0.11569622729018891, '0x5': 0.08954823224265082, '0x6': 0.11435366572448541, '0x7': 0.09692150420892978}"
23,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,rescaling,12,False,False,0.3,1.0,"{'0x0': 320, '0x1': 184, '0x2': 181, '0x3': 357, '0x4': 305, '0x5': 184, '0x6': 188, '0x7': 281}","{'0x0': 0.15555107025828807, '0x1': 0.08496671002931447, '0x2': 0.08511423532183206, '0x3': 0.19223300424058753, '0x4': 0.1500184349987291, '0x5': 0.0889433700743622, '0x6': 0.09306427424380816, '0x7': 0.1501089008330784}"
24,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,evolution,13,False,False,0.3,1.0,"{'0x0': 280, '0x1': 253, '0x2': 351, '0x3': 279, '0x4': 235, '0x5': 185, '0x6': 237, '0x7': 180}","{'0x0': 0.13038419382949018, '0x1': 0.12519782292677845, '0x2': 0.18007044301470074, '0x3': 0.1489306897658636, '0x4': 0.1118518127210771, '0x5': 0.09089068924488833, '0x6': 0.11914405334632534, '0x7': 0.09353029515087634}"
25,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,rescaling,13,False,False,0.3,1.0,"{'0x0': 260, '0x1': 257, '0x2': 200, '0x3': 369, '0x4': 222, '0x5': 172, '0x6': 274, '0x7': 246}","{'0x0': 0.12384887001708951, '0x1': 0.12476361610077293, '0x2': 0.08815918929056303, '0x3': 0.19189343988668772, '0x4': 0.10993139335619298, '0x5': 0.08708911567371709, '0x6': 0.14169209842138472, '0x7': 0.13262227725359207}"
26,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,evolution,14,False,False,0.3,1.0,"{'0x0': 238, '0x1': 306, '0x2': 316, '0x3': 252, '0x4': 232, '0x5': 213, '0x6': 252, '0x7': 191}","{'0x0': 0.10756107494881106, '0x1': 0.15464228169864377, '0x2': 0.16108609484973238, '0x3': 0.1331728334609073, '0x4': 0.11024099762057087, '0x5': 0.10491972442882223, '0x6': 0.12815259488898514, '0x7': 0.10022439810352732}"
27,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,rescaling,14,False,False,0.3,1.0,"{'0x0': 334, '0x1': 228, '0x2': 239, '0x3': 338, '0x4': 278, '0x5': 192, '0x6': 185, '0x7': 206}","{'0x0': 0.16146287149929003, '0x1': 0.10926935042939698, '0x2': 0.11770424955046678, '0x3': 0.1829133300206257, '0x4': 0.13493553720069468, '0x5': 0.09443801620381065, '0x6': 0.09187934280830967, '0x7': 0.10739730228740553}"
28,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,evolution,15,False,False,0.3,1.0,"{'0x0': 224, '0x1': 229, '0x2': 292, '0x3': 320, '0x4': 185, '0x5': 250, '0x6': 289, '0x7': 211}","{'0x0': 0.1033686586386074, '0x1': 0.10912589045565813, '0x2': 0.13964590811985061, '0x3': 0.1654182480958056, '0x4': 0.08731314484232124, '0x5': 0.13314334267567626, '0x6': 0.15130278072320158, '0x7': 0.11068202644887921}"
29,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,rescaling,15,False,False,0.3,1.0,"{'0x0': 304, '0x1': 224, '0x2': 285, '0x3': 316, '0x4': 255, '0x5': 212, '0x6': 222, '0x7': 182}","{'0x0': 0.1450183435686202, '0x1': 0.10724507125853397, '0x2': 0.14282331067694462, '0x3': 0.17074918098024178, '0x4': 0.12180760018085267, '0x5': 0.10646632368461004, '0x6': 0.11221416537241774, '0x7': 0.09367600427777897}"
30,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,evolution,16,False,False,0.3,1.0,"{'0x0': 230, '0x1': 245, '0x2': 223, '0x3': 323, '0x4': 227, '0x5': 303, '0x6': 257, '0x7': 192}","{'0x0': 0.1072445599317489, '0x1': 0.11645228283086209, '0x2': 0.10276295129281138, '0x3': 0.16782833795219348, '0x4': 0.11031054924512379, '0x5': 0.1634562162851634, '0x6': 0.13325525874683256, '0x7': 0.09868984371526446}"
31,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,rescaling,16,False,False,0.3,1.0,"{'0x0': 348, '0x1': 200, '0x2': 213, '0x3': 251, '0x4': 349, '0x5': 226, '0x6': 205, '0x7': 208}","{'0x0': 0.16816514008724853, '0x1': 0.09487364105990109, '0x2': 0.10459903240350013, '0x3': 0.13368552125305566, '0x4': 0.17187502878147498, '0x5': 0.113319742007064, '0x6': 0.10316386913539935, '0x7': 0.11031802527235628}"
32,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,evolution,17,False,False,0.3,1.0,"{'0x0': 269, '0x1': 197, '0x2': 220, '0x3': 286, '0x4': 286, '0x5': 281, '0x6': 231, '0x7': 230}","{'0x0': 0.12785543009553002, '0x1': 0.09135575933899338, '0x2': 0.10174157204450264, '0x3': 0.14742041389647648, '0x4': 0.14418513489160442, '0x5': 0.14950619000999932, '0x6': 0.11631844528705, '0x7': 0.12161705443584382}"
33,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,rescaling,17,False,False,0.3,1.0,"{'0x0': 339, '0x1': 192, '0x2': 234, '0x3': 331, '0x4': 254, '0x5': 176, '0x6': 246, '0x7': 228}","{'0x0': 0.1659641281205869, '0x1': 0.08925406721505222, '0x2': 0.10626397299771981, '0x3': 0.17247171362136926, '0x4': 0.1279355132689917, '0x5': 0.09004876162033619, '0x6': 0.12540546978422085, '0x7': 0.12265637337172315}"
34,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,evolution,18,False,False,0.3,1.0,"{'0x0': 270, '0x1': 248, '0x2': 223, '0x3': 289, '0x4': 257, '0x5': 225, '0x6': 261, '0x7': 227}","{'0x0': 0.12767241214201686, '0x1': 0.1211031462252973, '0x2': 0.1080933788476774, '0x3': 0.15437940861650393, '0x4': 0.12245317996746803, '0x5': 0.1119529836876422, '0x6': 0.1345285144848705, '0x7': 0.11981697602852386}"
35,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,rescaling,18,False,False,0.3,1.0,"{'0x0': 292, '0x1': 239, '0x2': 262, '0x3': 255, '0x4': 327, '0x5': 210, '0x6': 193, '0x7': 222}","{'0x0': 0.13658050506633587, '0x1': 0.11728505378529581, '0x2': 0.13248465825587658, '0x3': 0.13482313975177715, '0x4': 0.16201001202105597, '0x5': 0.10326976443511852, '0x6': 0.0950232894529199, '0x7': 0.11852357723162014}"
36,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,evolution,19,False,False,0.3,1.0,"{'0x0': 256, '0x1': 239, '0x2': 234, '0x3': 290, '0x4': 285, '0x5': 240, '0x6': 216, '0x7': 240}","{'0x0': 0.11921879546892443, '0x1': 0.11581996720136947, '0x2': 0.1156532716585003, '0x3': 0.15449102698571845, '0x4': 0.1387808714703652, '0x5': 0.11993962120099526, '0x6': 0.10850693435086009, '0x7': 0.12758951166326685}"
37,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,rescaling,19,False,False,0.3,1.0,"{'0x0': 283, '0x1': 230, '0x2': 303, '0x3': 264, '0x4': 280, '0x5': 233, '0x6': 175, '0x7': 232}","{'0x0': 0.13232798483210864, '0x1': 0.11149218347711634, '0x2': 0.15565955849385413, '0x3': 0.1393380941056109, '0x4': 0.13664644687885466, '0x5': 0.11646590014934372, '0x6': 0.0839949139772894, '0x7': 0.12407491808582227}"
38,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,evolution,20,False,False,0.3,1.0,"{'0x0': 272, '0x1': 202, '0x2': 217, '0x3': 286, '0x4': 304, '0x5': 221, '0x6': 233, '0x7': 265}","{'0x0': 0.1285110052484319, '0x1': 0.09596760447828893, '0x2': 0.10571025296811819, '0x3': 0.1518358395548302, '0x4': 0.14871194261211215, '0x5': 0.10946229301762989, '0x6': 0.11775499398340757, '0x7': 0.14204606813718118}"
39,ceq42870c79flplhsis0,ibm_nairobi,2023-01-03 11:18:57.573585,rescaling,20,False,False,0.3,1.0,"{'0x0': 321, '0x1': 214, '0x2': 199, '0x3': 334, '0x4': 269, '0x5': 231, '0x6': 203, '0x7': 229}","{'0x0': 0.1564446739786591, '0x1': 0.10008136546345558, '0x2': 0.08869396674167476, '0x3': 0.17392532912401676, '0x4': 0.13640181054402145, '0x5': 0.12107744335307875, '0x6': 0.1011488023089638, '0x7': 0.12222660848612982}"
