,jobid,machine,date,sim type,nt,pauli twirling,dynamic decoupling,epsilon,mass,counts bare,counts mitigated
20,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,evolution,1,True,False,0.3,1.0,"{'0x0': 480, '0x1': 259, '0x2': 120, '0x3': 178, '0x4': 230, '0x5': 469, '0x6': 167, '0x7': 97}","{'0x0': 0.23907420003006852, '0x1': 0.07719286799592623, '0x2': 0.053885824420163736, '0x3': 0.13132608494661566, '0x4': 0.07024594041040391, '0x5': 0.25689358497019477, '0x6': 0.1279101113176807, '0x7': 0.04347138590894646}"
21,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,evolution,1,True,False,0.3,1.0,"{'0x0': 482, '0x1': 244, '0x2': 87, '0x3': 166, '0x4': 223, '0x5': 518, '0x6': 173, '0x7': 107}","{'0x0': 0.2522920313149665, '0x1': 0.07080147318039727, '0x2': 0.02523699855899209, '0x3': 0.12251251405952537, '0x4': 0.06257805267417275, '0x5': 0.2842918127938334, '0x6': 0.13398590606767885, '0x7': 0.048301211350433686}"
22,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,evolution,1,True,False,0.3,1.0,"{'0x0': 429, '0x1': 281, '0x2': 89, '0x3': 190, '0x4': 264, '0x5': 463, '0x6': 196, '0x7': 88}","{'0x0': 0.21849622964008428, '0x1': 0.08683271319678171, '0x2': 0.029844391354183385, '0x3': 0.1409517450398824, '0x4': 0.08110344720185243, '0x5': 0.25605845245212416, '0x6': 0.15156454974195846, '0x7': 0.0351484713731332}"
23,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,evolution,1,True,False,0.3,1.0,"{'0x0': 525, '0x1': 256, '0x2': 121, '0x3': 199, '0x4': 222, '0x5': 405, '0x6': 170, '0x7': 102}","{'0x0': 0.2662423818842909, '0x1': 0.06916122957573305, '0x2': 0.050232400767760414, '0x3': 0.149648162714113, '0x4': 0.06551730964239716, '0x5': 0.2150131448316449, '0x6': 0.13093481482333005, '0x7': 0.05325055576073057}"
24,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,evolution,1,True,False,0.3,1.0,"{'0x0': 569, '0x1': 293, '0x2': 106, '0x3': 188, '0x4': 212, '0x5': 393, '0x6': 140, '0x7': 99}","{'0x0': 0.29662956053019457, '0x1': 0.09506990135730863, '0x2': 0.03527290100853662, '0x3': 0.13736315368963511, '0x4': 0.07007617583720786, '0x5': 0.20818773223865883, '0x6': 0.10509658339222767, '0x7': 0.052303991946230595}"
25,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,evolution,1,True,False,0.3,1.0,"{'0x0': 532, '0x1': 219, '0x2': 88, '0x3': 217, '0x4': 235, '0x5': 447, '0x6': 174, '0x7': 88}","{'0x0': 0.2827890175019172, '0x1': 0.03854022020171313, '0x2': 0.020228954637163694, '0x3': 0.1699567030743761, '0x4': 0.07078228440963377, '0x5': 0.2467163167145748, '0x6': 0.13433890719210892, '0x7': 0.03664759626851244}"
26,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,evolution,1,True,False,0.3,1.0,"{'0x0': 486, '0x1': 356, '0x2': 120, '0x3': 180, '0x4': 269, '0x5': 337, '0x6': 135, '0x7': 117}","{'0x0': 0.23873689209927454, '0x1': 0.13939947255726767, '0x2': 0.05509763143174745, '0x3': 0.12370663353351471, '0x4': 0.10941024926523045, '0x5': 0.16501748864232998, '0x6': 0.09478693270433282, '0x7': 0.07384469976630244}"
27,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,evolution,1,True,False,0.3,1.0,"{'0x0': 523, '0x1': 235, '0x2': 94, '0x3': 210, '0x4': 193, '0x5': 487, '0x6': 179, '0x7': 79}","{'0x0': 0.27612334251113496, '0x1': 0.0496316054073456, '0x2': 0.02606885432474403, '0x3': 0.16286033044217577, '0x4': 0.04190865917870269, '0x5': 0.2757429863094102, '0x6': 0.1427594482731085, '0x7': 0.024904773553378244}"
28,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,evolution,1,True,False,0.3,1.0,"{'0x0': 416, '0x1': 295, '0x2': 131, '0x3': 141, '0x4': 294, '0x5': 432, '0x6': 179, '0x7': 112}","{'0x0': 0.19394836429648774, '0x1': 0.11448229054764691, '0x2': 0.06978031590372233, '0x3': 0.09474487121284442, '0x4': 0.10716791843486041, '0x5': 0.22689226921184746, '0x6': 0.132454821728798, '0x7': 0.06052914866379269}"
29,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,evolution,1,True,False,0.3,1.0,"{'0x0': 591, '0x1': 275, '0x2': 120, '0x3': 163, '0x4': 239, '0x5': 365, '0x6': 150, '0x7': 97}","{'0x0': 0.3044052362669907, '0x1': 0.09352676869543897, '0x2': 0.0460768324050095, '0x3': 0.11662923573630053, '0x4': 0.08378123591245948, '0x5': 0.19099738183573362, '0x6': 0.11164583468567543, '0x7': 0.05293747446239179}"
30,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 615, '0x1': 195, '0x2': 66, '0x3': 207, '0x4': 170, '0x5': 459, '0x6': 217, '0x7': 71}","{'0x0': 0.3431134289329804, '0x1': 0.025434445124084423, '0x2': -0.007334476674257375, '0x3': 0.16456306574839893, '0x4': 0.013807831882311671, '0x5': 0.26196663838296785, '0x6': 0.17929926756659376, '0x7': 0.01914979903692033}"
31,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 544, '0x1': 226, '0x2': 84, '0x3': 204, '0x4': 198, '0x5': 487, '0x6': 196, '0x7': 61}","{'0x0': 0.29246647553392435, '0x1': 0.04559993372411818, '0x2': 0.015178176145240937, '0x3': 0.15932672243529675, '0x4': 0.03846398351654754, '0x5': 0.28244396619976897, '0x6': 0.1583067281408124, '0x7': 0.008214014304290897}"
32,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 557, '0x1': 202, '0x2': 76, '0x3': 195, '0x4': 209, '0x5': 480, '0x6': 213, '0x7': 68}","{'0x0': 0.30343483970098595, '0x1': 0.03424673360281433, '0x2': 0.006788069726940268, '0x3': 0.15331189088009825, '0x4': 0.039308309266229455, '0x5': 0.2755742199940729, '0x6': 0.1724392036912045, '0x7': 0.01489673313765436}"
33,cer3g3oc7aa76laosflg,ibmq_jakarta,2023-01-04 20:58:54.045978,rescaling,1,True,False,0.3,1.0,"{'0x0': 549, '0x1': 163, '0x2': 79, '0x3': 178, '0x4': 176, '0x5': 587, '0x6': 207, '0x7': 61}","{'0x0': 0.2991900803483142, '0x1': 0.013577863377795782, '0x2': 0.010570936659779871, '0x3': 0.14222207461094105, '0x4': 0.0183989040616088, '0x5': 0.34612252950165867, '0x6': 0.17040375591721083, '0x7': -0.000486144477309093}"
